Member_number,Date,itemDescription,Cost,Date_Format
1090,21-Oct-15,whole milk,3,42298
2008,21-Oct-15,soda,7,42298
2814,21-Oct-15,dish cleaner,9,42298
3960,21-Oct-15,processed cheese,13,42298
2663,21-Oct-15,semi-finished bread,3,42298
2273,21-Oct-15,other vegetables,6,42298
2610,21-Oct-15,pastry,6,42298
1614,21-Oct-15,napkins,6,42298
3653,21-Oct-15,pork,9,42298
3547,21-Oct-15,meat,21,42298
3960,21-Oct-15,root vegetables,8,42298
2663,21-Oct-15,whole milk,3,42298
3571,21-Oct-15,yogurt,2.65,42298
2524,21-Oct-15,whole milk,3,42298
1902,21-Oct-15,yogurt,2.65,42298
3653,21-Oct-15,frozen dessert,8,42298
3547,21-Oct-15,roll products ,9,42298
3960,21-Oct-15,snack products,12,42298
2663,21-Oct-15,rum,39,42298
3960,21-Oct-15,sugar,16,42298
2663,21-Oct-15,bottled beer,31,42298
4783,22-Oct-15,hamburger meat,6,42299
1991,22-Oct-15,chicken,7,42299
2905,22-Oct-15,tropical fruit,5,42299
3178,22-Oct-15,bottled beer,31,42299
1173,22-Oct-15,hard cheese,15,42299
1454,22-Oct-15,white bread,1.4,42299
1021,22-Oct-15,liquor,19,42299
4952,22-Oct-15,canned beer,4.5,42299
2601,22-Oct-15,canned beer,4.5,42299
1951,22-Oct-15,herbs,8,42299
1789,22-Oct-15,citrus fruit,4,42299
1793,22-Oct-15,other vegetables,6,42299
3668,22-Oct-15,whole milk,3,42299
4783,22-Oct-15,beef,8,42299
1454,22-Oct-15,beef,8,42299
1021,22-Oct-15,curd,4,42299
2905,22-Oct-15,beef,8,42299
4783,22-Oct-15,bottled beer,31,42299
1991,22-Oct-15,nuts/prunes,21,42299
2905,22-Oct-15,cream cheese ,19,42299
3178,22-Oct-15,sugar,16,42299
1173,22-Oct-15,rolls/buns,2,42299
1454,22-Oct-15,coffee,16,42299
1021,22-Oct-15,yogurt,2.65,42299
4952,22-Oct-15,soda,7,42299
2601,22-Oct-15,margarine,6,42299
1951,22-Oct-15,rolls/buns,2,42299
1789,22-Oct-15,yogurt,2.65,42299
1793,22-Oct-15,frozen meals,6,42299
3668,22-Oct-15,brandy,31,42299
4783,22-Oct-15,whole milk,3,42299
1454,22-Oct-15,flour,21,42299
1021,22-Oct-15,tropical fruit,5,42299
2905,22-Oct-15,frozen vegetables,11,42299
3178,22-Oct-15,bottled water,3,42299
4783,22-Oct-15,chocolate,6,42299
2601,22-Oct-15,pastry,6,42299
1360,23-Oct-15,pork,9,42300
4122,23-Oct-15,whole milk,3,42300
4127,23-Oct-15,butter,2.5,42300
1564,23-Oct-15,sausage,2.49,42300
1072,23-Oct-15,frankfurter,3,42300
3801,23-Oct-15,root vegetables,8,42300
4605,23-Oct-15,frankfurter,3,42300
4543,23-Oct-15,rolls/buns,2,42300
3406,23-Oct-15,whole milk,3,42300
3443,23-Oct-15,root vegetables,8,42300
2525,23-Oct-15,chicken,7,42300
3688,23-Oct-15,pork,9,42300
3414,23-Oct-15,curd,4,42300
2557,23-Oct-15,pork,9,42300
4486,23-Oct-15,frankfurter,3,42300
1950,23-Oct-15,sausage,2.49,42300
3985,23-Oct-15,candy,11,42300
4102,23-Oct-15,ham,11,42300
2017,23-Oct-15,chicken,7,42300
3308,23-Oct-15,citrus fruit,4,42300
1277,23-Oct-15,whipped/sour cream,8,42300
3688,23-Oct-15,soda,7,42300
3985,23-Oct-15,whole milk,3,42300
3688,23-Oct-15,brandy,31,42300
3414,23-Oct-15,brown bread,1.8,42300
3688,23-Oct-15,sausage,2.49,42300
4486,23-Oct-15,pork,9,42300
1360,23-Oct-15,tropical fruit,5,42300
4122,23-Oct-15,UHT-milk,9,42300
4127,23-Oct-15,popcorn,6,42300
1564,23-Oct-15,pasta,11,42300
1072,23-Oct-15,canned beer,4.5,42300
3801,23-Oct-15,herbs,8,42300
4605,23-Oct-15,margarine,6,42300
4543,23-Oct-15,long life bakery product,7,42300
3406,23-Oct-15,rolls/buns,2,42300
3443,23-Oct-15,coffee,16,42300
2525,23-Oct-15,canned beer,4.5,42300
3688,23-Oct-15,rolls/buns,2,42300
3414,23-Oct-15,whole milk,3,42300
2557,23-Oct-15,long life bakery product,7,42300
4486,23-Oct-15,rolls/buns,2,42300
1950,23-Oct-15,frozen vegetables,11,42300
3985,23-Oct-15,cling film/bags,2,42300
4102,23-Oct-15,grapes,8,42300
2017,23-Oct-15,UHT-milk,9,42300
3308,23-Oct-15,brown bread,1.8,42300
1277,23-Oct-15,other vegetables,6,42300
3688,23-Oct-15,whole milk,3,42300
3985,23-Oct-15,whipped/sour cream,8,42300
3688,23-Oct-15,yogurt,2.65,42300
3414,23-Oct-15,chewing gum,3,42300
3688,23-Oct-15,frozen dessert,8,42300
4486,23-Oct-15,grapes,8,42300
3688,23-Oct-15,shopping bags,1.8,42300
3985,23-Oct-15,newspapers,3,42300
3985,23-Oct-15,baking powder,4,42300
2975,24-Oct-15,rolls/buns,2,42301
1973,24-Oct-15,beef,8,42301
3184,24-Oct-15,root vegetables,8,42301
4779,24-Oct-15,whipped/sour cream,8,42301
4896,24-Oct-15,flour,21,42301
1767,24-Oct-15,pastry,6,42301
1899,24-Oct-15,pastry,6,42301
3676,24-Oct-15,sausage,2.49,42301
4455,24-Oct-15,yogurt,2.65,42301
2580,24-Oct-15,tropical fruit,5,42301
2406,24-Oct-15,curd,4,42301
4614,24-Oct-15,vinegar,7,42301
1292,24-Oct-15,beverages,36,42301
2792,24-Oct-15,canned beer,4.5,42301
2975,24-Oct-15,cream cheese ,19,42301
1973,24-Oct-15,specialty chocolate,21,42301
3184,24-Oct-15,onions,4,42301
4779,24-Oct-15,other vegetables,6,42301
4896,24-Oct-15,tropical fruit,5,42301
1767,24-Oct-15,other vegetables,6,42301
1899,24-Oct-15,liquor,19,42301
3676,24-Oct-15,canned beer,4.5,42301
4455,24-Oct-15,curd,4,42301
2580,24-Oct-15,yogurt,2.65,42301
2406,24-Oct-15,root vegetables,8,42301
4614,24-Oct-15,whole milk,3,42301
4996,24-Oct-15,dessert,11,42301
1292,24-Oct-15,pork,9,42301
2792,24-Oct-15,root vegetables,8,42301
4996,24-Oct-15,bottled beer,31,42301
2406,24-Oct-15,dish cleaner,9,42301
1899,24-Oct-15,shopping bags,1.8,42301
3676,24-Oct-15,kitchen towels,5,42301
4779,24-Oct-15,pot plants,3,42301
2235,25-Oct-15,soda,7,42302
4186,25-Oct-15,whipped/sour cream,8,42302
4584,25-Oct-15,chicken,7,42302
2577,25-Oct-15,sausage,2.49,42302
3426,25-Oct-15,yogurt,2.65,42302
2363,25-Oct-15,hamburger meat,6,42302
4776,25-Oct-15,whole milk,3,42302
4332,25-Oct-15,domestic eggs,5,42302
3266,25-Oct-15,hamburger meat,6,42302
2229,25-Oct-15,other vegetables,6,42302
1366,25-Oct-15,sausage,2.49,42302
3907,25-Oct-15,other vegetables,6,42302
4698,25-Oct-15,newspapers,3,42302
1921,25-Oct-15,pip fruit,4,42302
3365,25-Oct-15,canned beer,4.5,42302
2191,25-Oct-15,pip fruit,4,42302
1044,25-Oct-15,root vegetables,8,42302
1510,25-Oct-15,ham,11,42302
3281,25-Oct-15,beef,8,42302
2413,25-Oct-15,tropical fruit,5,42302
2870,25-Oct-15,beef,8,42302
3907,25-Oct-15,frankfurter,3,42302
3266,25-Oct-15,sausage,2.49,42302
2229,25-Oct-15,soda,7,42302
1366,25-Oct-15,other vegetables,6,42302
3266,25-Oct-15,frankfurter,3,42302
2229,25-Oct-15,root vegetables,8,42302
1366,25-Oct-15,frankfurter,3,42302
3266,25-Oct-15,soda,7,42302
2229,25-Oct-15,flower soil/fertilizer,9,42302
1366,25-Oct-15,coffee,16,42302
2191,25-Oct-15,whole milk,3,42302
2235,25-Oct-15,ham,11,42302
4186,25-Oct-15,whole milk,3,42302
4584,25-Oct-15,yogurt,2.65,42302
2577,25-Oct-15,dessert,11,42302
3426,25-Oct-15,yogurt,2.65,42302
2363,25-Oct-15,whole milk,3,42302
4776,25-Oct-15,other vegetables,6,42302
4332,25-Oct-15,bottled beer,31,42302
3266,25-Oct-15,root vegetables,8,42302
2229,25-Oct-15,meat,21,42302
1366,25-Oct-15,pastry,6,42302
3907,25-Oct-15,other vegetables,6,42302
4698,25-Oct-15,newspapers,3,42302
1921,25-Oct-15,bottled water,3,42302
3365,25-Oct-15,domestic eggs,5,42302
2191,25-Oct-15,butter milk,2.65,42302
1044,25-Oct-15,curd,4,42302
1510,25-Oct-15,soda,7,42302
3281,25-Oct-15,root vegetables,8,42302
2413,25-Oct-15,other vegetables,6,42302
2870,25-Oct-15,beef,8,42302
3907,25-Oct-15,newspapers,3,42302
3266,25-Oct-15,coffee,16,42302
2229,25-Oct-15,shopping bags,1.8,42302
1366,25-Oct-15,bottled water,3,42302
3266,25-Oct-15,chewing gum,3,42302
2229,25-Oct-15,soda,7,42302
1366,25-Oct-15,soda,7,42302
3266,25-Oct-15,pastry,6,42302
2229,25-Oct-15,processed cheese,13,42302
1366,25-Oct-15,whole milk,3,42302
2191,25-Oct-15,yogurt,2.65,42302
4186,25-Oct-15,oil,6,42302
3907,25-Oct-15,spread cheese,9,42302
3709,26-Oct-15,root vegetables,8,42303
3084,26-Oct-15,frankfurter,3,42303
1856,26-Oct-15,root vegetables,8,42303
3275,26-Oct-15,whole milk,3,42303
3438,26-Oct-15,pork,9,42303
3518,26-Oct-15,beef,8,42303
2273,26-Oct-15,sausage,2.49,42303
2586,26-Oct-15,meat,21,42303
1997,26-Oct-15,citrus fruit,4,42303
3807,26-Oct-15,pip fruit,4,42303
4909,26-Oct-15,spread cheese,9,42303
3890,26-Oct-15,root vegetables,8,42303
4337,26-Oct-15,tropical fruit,5,42303
4197,26-Oct-15,beef,8,42303
4295,26-Oct-15,frozen meals,6,42303
4292,26-Oct-15,frankfurter,3,42303
1293,26-Oct-15,whole milk,3,42303
3491,26-Oct-15,sausage,2.49,42303
1153,26-Oct-15,frankfurter,3,42303
4319,26-Oct-15,whole milk,3,42303
4875,26-Oct-15,bottled water,3,42303
3709,26-Oct-15,citrus fruit,4,42303
4197,26-Oct-15,sausage,2.49,42303
4295,26-Oct-15,whole milk,3,42303
3807,26-Oct-15,pork,9,42303
4909,26-Oct-15,tropical fruit,5,42303
3709,26-Oct-15,other vegetables,6,42303
3084,26-Oct-15,canned beer,4.5,42303
1856,26-Oct-15,tropical fruit,5,42303
3275,26-Oct-15,napkins,6,42303
3438,26-Oct-15,dessert,11,42303
3518,26-Oct-15,pastry,6,42303
2273,26-Oct-15,bottled beer,31,42303
2586,26-Oct-15,cling film/bags,2,42303
1997,26-Oct-15,pip fruit,4,42303
3807,26-Oct-15,seasonal products,15,42303
4909,26-Oct-15,domestic eggs,5,42303
3890,26-Oct-15,white bread,1.4,42303
4337,26-Oct-15,tropical fruit,5,42303
4197,26-Oct-15,pet care,21,42303
4295,26-Oct-15,fruit/vegetable juice,11,42303
4292,26-Oct-15,yogurt,2.65,42303
1293,26-Oct-15,specialty cheese,6,42303
3491,26-Oct-15,female sanitary products,6,42303
1153,26-Oct-15,soft cheese,9,42303
4319,26-Oct-15,hard cheese,15,42303
4875,26-Oct-15,whole milk,3,42303
3709,26-Oct-15,pork,9,42303
4197,26-Oct-15,yogurt,2.65,42303
4295,26-Oct-15,butter,2.5,42303
3807,26-Oct-15,canned beer,4.5,42303
4909,26-Oct-15,bottled water,3,42303
1153,26-Oct-15,mustard,9,42303
2586,26-Oct-15,whipped/sour cream,8,42303
1997,26-Oct-15,beverages,36,42303
4197,26-Oct-15,newspapers,3,42303
4295,26-Oct-15,chocolate,6,42303
3275,26-Oct-15,flour,21,42303
3709,26-Oct-15,herbs,8,42303
3890,26-Oct-15,canned fish,7,42303
4337,26-Oct-15,napkins,6,42303
4197,26-Oct-15,soda,7,42303
4295,26-Oct-15,bottled water,3,42303
3958,27-Oct-15,curd,4,42304
1452,27-Oct-15,chicken,7,42304
3031,27-Oct-15,tropical fruit,5,42304
1065,27-Oct-15,beef,8,42304
1104,27-Oct-15,pork,9,42304
4692,27-Oct-15,citrus fruit,4,42304
4321,27-Oct-15,salty snack,6,42304
2281,27-Oct-15,beef,8,42304
3694,27-Oct-15,frozen meals,6,42304
4794,27-Oct-15,ham,11,42304
3775,27-Oct-15,root vegetables,8,42304
1505,27-Oct-15,frankfurter,3,42304
2460,27-Oct-15,chicken,7,42304
2421,27-Oct-15,candy,11,42304
4806,27-Oct-15,sausage,2.49,42304
1231,27-Oct-15,pork,9,42304
1052,27-Oct-15,pork,9,42304
4297,27-Oct-15,whole milk,3,42304
1190,27-Oct-15,sparkling wine,26,42304
4537,27-Oct-15,pork,9,42304
2431,27-Oct-15,rolls/buns,2,42304
1967,27-Oct-15,sausage,2.49,42304
1430,27-Oct-15,beef,8,42304
4321,27-Oct-15,pip fruit,4,42304
4692,27-Oct-15,tropical fruit,5,42304
1052,27-Oct-15,other vegetables,6,42304
4692,27-Oct-15,UHT-milk,9,42304
2421,27-Oct-15,sausage,2.49,42304
4692,27-Oct-15,cat food,9,42304
1505,27-Oct-15,canned beer,4.5,42304
4297,27-Oct-15,citrus fruit,4,42304
3958,27-Oct-15,brown bread,1.8,42304
1452,27-Oct-15,chewing gum,3,42304
3031,27-Oct-15,whole milk,3,42304
1065,27-Oct-15,dessert,11,42304
1104,27-Oct-15,whole milk,3,42304
4692,27-Oct-15,chocolate,6,42304
4321,27-Oct-15,chicken,7,42304
2281,27-Oct-15,instant coffee,9,42304
3694,27-Oct-15,citrus fruit,4,42304
4794,27-Oct-15,tropical fruit,5,42304
3775,27-Oct-15,coffee,16,42304
1505,27-Oct-15,other vegetables,6,42304
2460,27-Oct-15,rolls/buns,2,42304
2421,27-Oct-15,other vegetables,6,42304
4806,27-Oct-15,tropical fruit,5,42304
1231,27-Oct-15,sliced cheese,5,42304
1052,27-Oct-15,yogurt,2.65,42304
4297,27-Oct-15,butter milk,2.65,42304
1190,27-Oct-15,waffles,7,42304
4537,27-Oct-15,salty snack,6,42304
2431,27-Oct-15,newspapers,3,42304
1967,27-Oct-15,grapes,8,42304
1430,27-Oct-15,white wine,36,42304
4321,27-Oct-15,rolls/buns,2,42304
4692,27-Oct-15,root vegetables,8,42304
1052,27-Oct-15,shopping bags,1.8,42304
4692,27-Oct-15,rolls/buns,2,42304
2421,27-Oct-15,frozen vegetables,11,42304
4692,27-Oct-15,sweet spreads,15,42304
1505,27-Oct-15,potato products,3,42304
4297,27-Oct-15,specialty bar,4,42304
4537,27-Oct-15,sliced cheese,5,42304
2431,27-Oct-15,cereals,10,42304
2460,27-Oct-15,newspapers,3,42304
4321,27-Oct-15,red/blush wine,11,42304
1052,27-Oct-15,soft cheese,9,42304
3031,27-Oct-15,chocolate,6,42304
4806,27-Oct-15,yogurt,2.65,42304
1231,27-Oct-15,flour,21,42304
1052,27-Oct-15,detergent,11,42304
4523,28-Oct-15,frankfurter,3,42305
2109,28-Oct-15,sausage,2.49,42305
3309,28-Oct-15,misc. beverages,21,42305
2483,28-Oct-15,citrus fruit,4,42305
3483,28-Oct-15,pip fruit,4,42305
3063,28-Oct-15,whole milk,3,42305
2212,28-Oct-15,bottled water,3,42305
1779,28-Oct-15,whole milk,3,42305
4835,28-Oct-15,pip fruit,4,42305
2774,28-Oct-15,yogurt,2.65,42305
3790,28-Oct-15,chicken,7,42305
4240,28-Oct-15,pet care,21,42305
4744,28-Oct-15,citrus fruit,4,42305
4187,28-Oct-15,rolls/buns,2,42305
3592,28-Oct-15,other vegetables,6,42305
1078,28-Oct-15,frankfurter,3,42305
1498,28-Oct-15,frozen vegetables,11,42305
4763,28-Oct-15,citrus fruit,4,42305
1779,28-Oct-15,beef,8,42305
1078,28-Oct-15,curd,4,42305
3483,28-Oct-15,sausage,2.49,42305
4744,28-Oct-15,onions,4,42305
4187,28-Oct-15,berries,7.5,42305
4523,28-Oct-15,butter,2.5,42305
2109,28-Oct-15,tropical fruit,5,42305
3309,28-Oct-15,packaged fruit/vegetables,6,42305
2483,28-Oct-15,liquor (appetizer),20,42305
3483,28-Oct-15,pip fruit,4,42305
3063,28-Oct-15,whipped/sour cream,8,42305
2212,28-Oct-15,butter milk,2.65,42305
1779,28-Oct-15,rolls/buns,2,42305
4835,28-Oct-15,pip fruit,4,42305
2774,28-Oct-15,soda,7,42305
3790,28-Oct-15,coffee,16,42305
4240,28-Oct-15,coffee,16,42305
4744,28-Oct-15,salty snack,6,42305
4187,28-Oct-15,canned vegetables,8,42305
3592,28-Oct-15,canned beer,4.5,42305
1078,28-Oct-15,white bread,1.4,42305
1498,28-Oct-15,whole milk,3,42305
4763,28-Oct-15,hard cheese,15,42305
1779,28-Oct-15,curd,4,42305
1078,28-Oct-15,rolls/buns,2,42305
3483,28-Oct-15,shopping bags,1.8,42305
4744,28-Oct-15,brown bread,1.8,42305
4187,28-Oct-15,dessert,11,42305
4240,28-Oct-15,soda,7,42305
2774,28-Oct-15,dessert,11,42305
1779,28-Oct-15,white bread,1.4,42305
3592,28-Oct-15,shopping bags,1.8,42305
1078,28-Oct-15,coffee,16,42305
4867,29-Oct-15,rolls/buns,2,42306
2157,29-Oct-15,fish,14,42306
1136,29-Oct-15,other vegetables,6,42306
3410,29-Oct-15,ham,11,42306
4579,29-Oct-15,other vegetables,6,42306
4493,29-Oct-15,frankfurter,3,42306
4572,29-Oct-15,sausage,2.49,42306
4988,29-Oct-15,candles,7,42306
4572,29-Oct-15,whole milk,3,42306
2829,29-Oct-15,pip fruit,4,42306
3924,29-Oct-15,domestic eggs,5,42306
4416,29-Oct-15,pastry,6,42306
2926,29-Oct-15,oil,6,42306
4499,29-Oct-15,root vegetables,8,42306
1619,29-Oct-15,whole milk,3,42306
4579,29-Oct-15,misc. beverages,21,42306
4988,29-Oct-15,rolls/buns,2,42306
4493,29-Oct-15,other vegetables,6,42306
3924,29-Oct-15,root vegetables,8,42306
4572,29-Oct-15,pastry,6,42306
4867,29-Oct-15,beef,8,42306
2157,29-Oct-15,meat,21,42306
1136,29-Oct-15,beef,8,42306
3410,29-Oct-15,curd,4,42306
4579,29-Oct-15,root vegetables,8,42306
4493,29-Oct-15,root vegetables,8,42306
4572,29-Oct-15,rolls/buns,2,42306
4988,29-Oct-15,other vegetables,6,42306
4572,29-Oct-15,coffee,16,42306
2829,29-Oct-15,candles,7,42306
3924,29-Oct-15,semi-finished bread,3,42306
4416,29-Oct-15,white bread,1.4,42306
2926,29-Oct-15,yogurt,2.65,42306
4499,29-Oct-15,berries,7.5,42306
1619,29-Oct-15,root vegetables,8,42306
4579,29-Oct-15,curd,4,42306
4988,29-Oct-15,rolls/buns,2,42306
4493,29-Oct-15,other vegetables,6,42306
3924,29-Oct-15,curd,4,42306
4572,29-Oct-15,bottled beer,31,42306
4499,29-Oct-15,brandy,31,42306
4579,29-Oct-15,dessert,11,42306
4572,29-Oct-15,chocolate,6,42306
4572,29-Oct-15,rolls/buns,2,42306
1095,30-Oct-15,packaged fruit/vegetables,6,42307
1656,30-Oct-15,specialty cheese,6,42307
2639,30-Oct-15,sausage,2.49,42307
4762,30-Oct-15,rolls/buns,2,42307
2876,30-Oct-15,other vegetables,6,42307
1910,30-Oct-15,yogurt,2.65,42307
2260,30-Oct-15,sausage,2.49,42307
1939,30-Oct-15,root vegetables,8,42307
3952,30-Oct-15,sausage,2.49,42307
1341,30-Oct-15,frankfurter,3,42307
1700,30-Oct-15,other vegetables,6,42307
1095,30-Oct-15,bottled water,3,42307
1939,30-Oct-15,coffee,16,42307
2260,30-Oct-15,domestic eggs,5,42307
1095,30-Oct-15,pork,9,42307
1656,30-Oct-15,sliced cheese,5,42307
2639,30-Oct-15,other vegetables,6,42307
4762,30-Oct-15,pork,9,42307
2876,30-Oct-15,pip fruit,4,42307
1910,30-Oct-15,salt,3,42307
2260,30-Oct-15,mayonnaise,5,42307
1939,30-Oct-15,sliced cheese,5,42307
3952,30-Oct-15,brown bread,1.8,42307
1341,30-Oct-15,berries,7.5,42307
1700,30-Oct-15,other vegetables,6,42307
1095,30-Oct-15,domestic eggs,5,42307
1939,30-Oct-15,newspapers,3,42307
2260,30-Oct-15,soda,7,42307
3952,30-Oct-15,meat spreads,15,42307
2876,30-Oct-15,fruit/vegetable juice,11,42307
1981,31-Oct-15,chicken,7,42308
4934,31-Oct-15,canned beer,4.5,42308
1502,31-Oct-15,frozen vegetables,11,42308
1787,31-Oct-15,frozen meals,6,42308
2839,31-Oct-15,beef,8,42308
2089,31-Oct-15,canned beer,4.5,42308
4675,31-Oct-15,pip fruit,4,42308
3122,31-Oct-15,chicken,7,42308
4244,31-Oct-15,tropical fruit,5,42308
2439,31-Oct-15,bottled water,3,42308
1787,31-Oct-15,finished products,31,42308
4882,31-Oct-15,tropical fruit,5,42308
4773,31-Oct-15,salty snack,6,42308
4675,31-Oct-15,pastry,6,42308
1787,31-Oct-15,chocolate,6,42308
2827,31-Oct-15,bottled beer,31,42308
2627,31-Oct-15,rolls/buns,2,42308
4322,31-Oct-15,brown bread,1.8,42308
2827,31-Oct-15,beef,8,42308
4773,31-Oct-15,other vegetables,6,42308
1787,31-Oct-15,other vegetables,6,42308
2627,31-Oct-15,other vegetables,6,42308
1787,31-Oct-15,whole milk,3,42308
1981,31-Oct-15,specialty chocolate,21,42308
4934,31-Oct-15,curd,4,42308
1502,31-Oct-15,other vegetables,6,42308
1787,31-Oct-15,packaged fruit/vegetables,6,42308
2839,31-Oct-15,whole milk,3,42308
2089,31-Oct-15,hard cheese,15,42308
3122,31-Oct-15,bottled beer,31,42308
4244,31-Oct-15,oil,6,42308
2439,31-Oct-15,salty snack,6,42308
1787,31-Oct-15,napkins,6,42308
4882,31-Oct-15,pickled vegetables,15,42308
4773,31-Oct-15,yogurt,2.65,42308
1787,31-Oct-15,salty snack,6,42308
2827,31-Oct-15,domestic eggs,5,42308
2627,31-Oct-15,yogurt,2.65,42308
4322,31-Oct-15,chocolate,6,42308
2827,31-Oct-15,whipped/sour cream,8,42308
4773,31-Oct-15,other vegetables,6,42308
2627,31-Oct-15,frozen vegetables,11,42308
2439,31-Oct-15,brown bread,1.8,42308
2827,31-Oct-15,shopping bags,1.8,42308
2827,31-Oct-15,newspapers,3,42308
2839,31-Oct-15,candy,11,42308
4095,1-Nov-15,other vegetables,6,42309
3452,1-Nov-15,berries,7.5,42309
3465,1-Nov-15,bottled water,3,42309
4121,1-Nov-15,whole milk,3,42309
1824,1-Nov-15,yogurt,2.65,42309
1773,1-Nov-15,whole milk,3,42309
1682,1-Nov-15,canned beer,4.5,42309
2311,1-Nov-15,sausage,2.49,42309
2492,1-Nov-15,yogurt,2.65,42309
1097,1-Nov-15,tropical fruit,5,42309
2348,1-Nov-15,whole milk,3,42309
2875,1-Nov-15,whole milk,3,42309
3247,1-Nov-15,cat food,9,42309
2492,1-Nov-15,ham,11,42309
3794,1-Nov-15,onions,4,42309
4656,1-Nov-15,onions,4,42309
2169,1-Nov-15,detergent,11,42309
1343,1-Nov-15,other vegetables,6,42309
1097,1-Nov-15,whole milk,3,42309
2348,1-Nov-15,curd cheese,8,42309
3247,1-Nov-15,canned beer,4.5,42309
2492,1-Nov-15,other vegetables,6,42309
4095,1-Nov-15,butter,2.5,42309
3452,1-Nov-15,other vegetables,6,42309
3465,1-Nov-15,soda,7,42309
4121,1-Nov-15,shopping bags,1.8,42309
1824,1-Nov-15,bottled beer,31,42309
1773,1-Nov-15,pip fruit,4,42309
1682,1-Nov-15,seasonal products,15,42309
2311,1-Nov-15,other vegetables,6,42309
2492,1-Nov-15,soda,7,42309
1097,1-Nov-15,soda,7,42309
2348,1-Nov-15,root vegetables,8,42309
2875,1-Nov-15,soda,7,42309
3247,1-Nov-15,sliced cheese,5,42309
2492,1-Nov-15,other vegetables,6,42309
3794,1-Nov-15,liquor (appetizer),20,42309
4656,1-Nov-15,coffee,16,42309
2169,1-Nov-15,salty snack,6,42309
1343,1-Nov-15,specialty chocolate,21,42309
1097,1-Nov-15,curd,4,42309
2348,1-Nov-15,pastry,6,42309
3247,1-Nov-15,dishes,7,42309
2492,1-Nov-15,newspapers,3,42309
4121,1-Nov-15,curd,4,42309
1824,1-Nov-15,sugar,16,42309
1773,1-Nov-15,detergent,11,42309
2492,1-Nov-15,nut snack,17,42309
3247,1-Nov-15,zwieback,8,42309
2492,1-Nov-15,canned beer,4.5,42309
1623,2-Nov-15,frankfurter,3,42310
2832,2-Nov-15,other vegetables,6,42310
1365,2-Nov-15,bottled beer,31,42310
2514,2-Nov-15,whole milk,3,42310
2693,2-Nov-15,brown bread,1.8,42310
4073,2-Nov-15,rolls/buns,2,42310
1330,2-Nov-15,soda,7,42310
1726,2-Nov-15,other vegetables,6,42310
4494,2-Nov-15,chicken,7,42310
4811,2-Nov-15,canned beer,4.5,42310
4975,2-Nov-15,pork,9,42310
3621,2-Nov-15,rolls/buns,2,42310
4151,2-Nov-15,whole milk,3,42310
1772,2-Nov-15,misc. beverages,21,42310
2314,2-Nov-15,oil,6,42310
4073,2-Nov-15,tropical fruit,5,42310
2514,2-Nov-15,rolls/buns,2,42310
2514,2-Nov-15,tropical fruit,5,42310
2693,2-Nov-15,beef,8,42310
1726,2-Nov-15,pip fruit,4,42310
4975,2-Nov-15,whole milk,3,42310
3621,2-Nov-15,domestic eggs,5,42310
1623,2-Nov-15,chocolate,6,42310
2832,2-Nov-15,frozen vegetables,11,42310
1365,2-Nov-15,frozen vegetables,11,42310
2514,2-Nov-15,other vegetables,6,42310
2693,2-Nov-15,bottled beer,31,42310
4073,2-Nov-15,bottled beer,31,42310
1330,2-Nov-15,soda,7,42310
1726,2-Nov-15,dessert,11,42310
4494,2-Nov-15,tropical fruit,5,42310
4811,2-Nov-15,rolls/buns,2,42310
4975,2-Nov-15,beverages,36,42310
3621,2-Nov-15,butter,2.5,42310
4151,2-Nov-15,whole milk,3,42310
1772,2-Nov-15,brown bread,1.8,42310
2314,2-Nov-15,other vegetables,6,42310
4073,2-Nov-15,UHT-milk,9,42310
2514,2-Nov-15,cake bar,11,42310
2514,2-Nov-15,rolls/buns,2,42310
2693,2-Nov-15,specialty fat,5,42310
1726,2-Nov-15,red/blush wine,11,42310
4975,2-Nov-15,soda,7,42310
3621,2-Nov-15,butter,2.5,42310
1330,2-Nov-15,roll products ,9,42310
4073,2-Nov-15,newspapers,3,42310
2514,2-Nov-15,curd,4,42310
4811,2-Nov-15,rolls/buns,2,42310
4829,3-Nov-15,tropical fruit,5,42311
3593,3-Nov-15,pip fruit,4,42311
4191,3-Nov-15,tropical fruit,5,42311
1301,3-Nov-15,pot plants,3,42311
2880,3-Nov-15,liver loaf,5,42311
4519,3-Nov-15,napkins,6,42311
4380,3-Nov-15,root vegetables,8,42311
4084,3-Nov-15,beef,8,42311
4197,3-Nov-15,soda,7,42311
4463,3-Nov-15,pork,9,42311
3827,3-Nov-15,soda,7,42311
1323,3-Nov-15,syrup,6,42311
2723,3-Nov-15,meat,21,42311
3872,3-Nov-15,beef,8,42311
4102,3-Nov-15,beef,8,42311
1796,3-Nov-15,butter,2.5,42311
3760,3-Nov-15,other vegetables,6,42311
1136,3-Nov-15,tropical fruit,5,42311
4829,3-Nov-15,yogurt,2.65,42311
4380,3-Nov-15,berries,7.5,42311
4102,3-Nov-15,hamburger meat,6,42311
2723,3-Nov-15,beef,8,42311
3872,3-Nov-15,citrus fruit,4,42311
4463,3-Nov-15,liver loaf,5,42311
3827,3-Nov-15,frozen meals,6,42311
4829,3-Nov-15,pip fruit,4,42311
3593,3-Nov-15,berries,7.5,42311
4191,3-Nov-15,whipped/sour cream,8,42311
1301,3-Nov-15,pip fruit,4,42311
2880,3-Nov-15,onions,4,42311
4519,3-Nov-15,beef,8,42311
4380,3-Nov-15,coffee,16,42311
